Gene	Expr	Cluster
SOX3	2.85802836028377	C4
SOX3	2.20144863523767	C4
SOX3	2.3476374556141	C4
SOX3	2.74376745149411	C4
SOX3	3.45868889101479	C4
SOX3	0.200963207137974	C4
SOX3	1.207300452389	C4
SOX3	0.929134643222706	C4
SOX3	0.815604697913636	C4
SOX3	2.19578071092984	C4
SOX3	2.46101541776114	C5
SOX3	3.27488409802861	C5
SOX3	3.54872691941389	C5
SOX3	2.90909656808284	C5
SOX3	3.49607193388806	C5
SOX3	2.95383509661033	C5
SOX3	2.95551170366954	C5
SOX3	3.10710755734898	C5
SOX3	0.986731563396564	C5
SOX3	2.0008727988305	C5
SOX3	3.6400436330526	C5
SOX3	2.06527094054961	C5
SOX3	4.02285969245928	C5
SOX3	3.91323882226051	C5
SOX3	1.80889495292406	C5
SOX3	2.83865773632155	C5
SOX3	2.35068347927072	C5
SOX3	3.85999609478523	C5
SOX3	3.01854569130217	C5
SOX3	3.84530815652654	C5
OCT4	1.02707794608452	C1
OCT4	0.785117193443134	C1
OCT4	1.02841862029076	C1
OCT4	0.953961834650147	C1
OCT4	1.00997677303074	C1
OCT4	0.922340997794972	C1
OCT4	1.05194536431694	C1
OCT4	0.720323606951254	C1
OCT4	0.966931023626016	C1
OCT4	1.03953269540504	C1
OCT4	5.96944456295082	C2
OCT4	5.45820849096193	C2
OCT4	6.85438394290264	C2
OCT4	4.71645011887227	C2
OCT4	4.27981558560217	C2
OCT4	5.51469426151712	C2
OCT4	5.05023389327231	C2
OCT4	6.01710644726258	C2
OCT4	4.00402790561311	C2
OCT4	4.87729309073612	C2
OCT4	10.6470739520531	C3
OCT4	11.2614497165443	C3
OCT4	10.0397249964146	C3
OCT4	9.76242183896131	C3
OCT4	10.3785255490003	C3
OCT4	10.4403332380848	C3
OCT4	12.2618688907837	C3
OCT4	10.7106006064066	C3
OCT4	11.3590947767057	C3
OCT4	9.8277857834144	C3
OCT4	11.9562968118458	C3
OCT4	11.9499314038503	C3
OCT4	11.0715867695784	C3
OCT4	10.3167997050638	C3
OCT4	11.2601575180695	C3
OCT4	9.68948603140492	C3
OCT4	11.0728158459625	C3
OCT4	9.64030228359465	C3
OCT4	8.98872611600347	C3
OCT4	10.5899371360729	C3
OCT4	20.6226795884492	C4
OCT4	17.9813693044451	C4
OCT4	20.873719257809	C4
OCT4	17.9780727307659	C4
OCT4	19.7949232468988	C4
OCT4	20.548165902437	C4
OCT4	20.1913529458227	C4
OCT4	19.2105973733245	C4
OCT4	21.1267456585433	C4
OCT4	20.2066883636945	C4
OCT4	19.5524595767284	C4
OCT4	18.4073239875134	C4
OCT4	20.0278903119887	C4
OCT4	22.0088482200436	C4
OCT4	19.6598064372589	C4
OCT4	19.8542958765957	C4
OCT4	19.9824900024648	C4
OCT4	19.0907423700317	C4
OCT4	19.598372110346	C4
OCT4	19.3193651100358	C4
OCT4	1.7822943583814	C5
OCT4	2.12215009883578	C5
OCT4	1.40234612734014	C5
OCT4	2.18068005278251	C5
OCT4	1.8797566764083	C5
OCT4	2.09402361837383	C5
OCT4	1.80520757897732	C5
OCT4	1.88625778085229	C5
OCT4	2.1046073754652	C5
OCT4	1.90336699427093	C5
OCT4	2.32369515265773	C5
OCT4	2.15229233522411	C5
OCT4	1.9053494833422	C5
OCT4	1.96253827683517	C5
OCT4	1.55888993411864	C5
OCT4	2.16566715810843	C5
OCT4	2.33752468724349	C5
OCT4	1.88249690627019	C5
OCT4	2.0692057110411	C5
OCT4	1.93380379518965	C5
NANO	1.02707794608452	C1
NANO	0.785117193443134	C1
NANO	1.02841862029076	C1
NANO	0.953961834650147	C1
NANO	1.00997677303074	C1
NANO	0.922340997794972	C1
NANO	1.05194536431694	C1
NANO	0.720323606951254	C1
NANO	0.966931023626016	C1
NANO	1.03953269540504	C1
NANO	5.96944456295082	C2
NANO	5.45820849096193	C2
NANO	6.85438394290264	C2
NANO	4.71645011887227	C2
NANO	4.27981558560217	C2
NANO	5.51469426151712	C2
NANO	5.05023389327231	C2
NANO	6.01710644726258	C2
NANO	4.00402790561311	C2
NANO	4.87729309073612	C2
NANO	10.6470739520531	C3
NANO	11.2614497165443	C3
NANO	10.0397249964146	C3
NANO	9.76242183896131	C3
NANO	10.3785255490003	C3
NANO	10.4403332380848	C3
NANO	12.2618688907837	C3
NANO	10.7106006064066	C3
NANO	11.3590947767057	C3
NANO	9.8277857834144	C3
NANO	11.9562968118458	C3
NANO	11.9499314038503	C3
NANO	11.0715867695784	C3
NANO	10.3167997050638	C3
NANO	11.2601575180695	C3
NANO	9.68948603140492	C3
NANO	11.0728158459625	C3
NANO	9.64030228359465	C3
NANO	8.98872611600347	C3
NANO	10.5899371360729	C3
NANO	20.6226795884492	C4
NANO	17.9813693044451	C4
NANO	20.873719257809	C4
NANO	17.9780727307659	C4
NANO	19.7949232468988	C4
NANO	20.548165902437	C4
NANO	20.1913529458227	C4
NANO	19.2105973733245	C4
NANO	21.1267456585433	C4
NANO	20.2066883636945	C4
NANO	19.5524595767284	C4
NANO	18.4073239875134	C4
NANO	20.0278903119887	C4
NANO	22.0088482200436	C4
NANO	19.6598064372589	C4
NANO	19.8542958765957	C4
NANO	19.9824900024648	C4
NANO	19.0907423700317	C4
NANO	19.598372110346	C4
NANO	19.3193651100358	C4
NANO	1.7822943583814	C5
NANO	2.12215009883578	C5
NANO	1.40234612734014	C5
NANO	2.18068005278251	C5
NANO	1.8797566764083	C5
NANO	2.09402361837383	C5
NANO	1.80520757897732	C5
NANO	1.88625778085229	C5
NANO	2.1046073754652	C5
NANO	1.90336699427093	C5
NANO	2.32369515265773	C5
NANO	2.15229233522411	C5
NANO	1.9053494833422	C5
NANO	1.96253827683517	C5
NANO	1.55888993411864	C5
NANO	2.16566715810843	C5
NANO	2.33752468724349	C5
NANO	1.88249690627019	C5
NANO	2.0692057110411	C5
NANO	1.93380379518965	C5
KIT	6.29048286	C1
KIT	11.00671861	C1
KIT	10.81051824	C1
KIT	15.86116225	C1
KIT	1.58275111	C1
KIT	14.31128665	C1
KIT	6.55775174	C1
KIT	14.13665837	C1
KIT	12.94599696	C1
KIT	0.18394863	C1
KIT	12.95777859	C1
KIT	8.56509413	C1
KIT	6.18370154	C1
KIT	4.16435346	C1
KIT	5.94630343	C1
KIT	9.4502036	C1
KIT	12.51585551	C2
KIT	10.17180104	C2
KIT	17.96884096	C2
KIT	9.14288925	C2
KIT	0.80810205	C2
KIT	0.27485332	C2
KIT	0.08618179	C2
KIT	1.431034	C2
KIT	7.11040678	C2
KIT	19.50694527	C2
KIT	6.00004851	C2
KIT	12.02818266	C2
KIT	6.84380978	C2
KIT	10.4860712	C2
KIT	6.75822231	C2
KIT	17.06656753	C2
KIT	16.43031721	C3
KIT	7.84893274	C3
KIT	1.75542907	C3
KIT	12.58563913	C3
KIT	2.85740766	C3
KIT	6.4628117	C3
KIT	2.62714526	C3
KIT	13.40764605	C3
KIT	1.94084623	C3
KIT	7.19567302	C3
KIT	5.49772315	C3
KIT	7.51553553	C3
KIT	6.98796852	C3
KIT	17.45568475	C3
KIT	3.61700998	C3
KIT	7.56944928	C3
KIT	8.52608116	C4
KIT	0.40098558	C4
KIT	13.61668811	C4
KIT	14.16485351	C4
KIT	19.27080012	C4
KIT	13.63055469	C4
KIT	1.71598465	C4
KIT	9.09764104	C4
KIT	12.49901846	C4
KIT	6.13192977	C4
KIT	17.43777864	C4
KIT	5.55709855	C4
KIT	16.29932571	C4
KIT	14.22395214	C4
KIT	6.17095617	C4
KIT	16.46372679	C4
KIT	18.53947141	C5
KIT	4.49692488	C5
KIT	3.22012086	C5
KIT	7.3145452	C5
KIT	8.32222715	C5
KIT	5.89775005	C5
KIT	6.50618497	C5
KIT	0.97382505	C5
KIT	19.50311027	C5
KIT	14.79953268	C5
KIT	10.04173823	C5
KIT	16.1688709	C5
KIT	0.01757819	C5
KIT	11.89286355	C5
KIT	11.31551404	C5
KIT	1.62538511	C5
PF4	0.7396267	C1
PF4	19.6346666	C1
PF4	13.1680219	C1
PF4	8.7194971	C1
PF4	11.0158454	C1
PF4	3.4234112	C1
PF4	11.1337912	C1
PF4	1.3368413	C1
PF4	14.9816917	C1
PF4	12.8462274	C1
PF4	12.6134412	C1
PF4	12.7300551	C1
PF4	12.1704077	C1
PF4	18.2937295	C1
PF4	2.2346365	C1
PF4	17.5212442	C1
PF4	1.0496982	C2
PF4	6.7034901	C2
PF4	15.367626	C2
PF4	4.9537205	C2
PF4	3.4397039	C2
PF4	1.4664019	C2
PF4	4.5625308	C2
PF4	19.20317	C2
PF4	15.8858587	C2
PF4	12.2934079	C2
PF4	1.9450908	C2
PF4	16.5918178	C2
PF4	6.4442148	C2
PF4	5.7204242	C2
PF4	4.7283189	C2
PF4	0.6555821	C2
PF4	15.9975371	C3
PF4	3.7012094	C3
PF4	8.6925306	C3
PF4	16.6288956	C3
PF4	15.6553361	C3
PF4	8.3955082	C3
PF4	18.4293242	C3
PF4	7.5611515	C3
PF4	7.8387233	C3
PF4	16.2696304	C3
PF4	12.2822979	C3
PF4	14.7730383	C3
PF4	4.2199855	C3
PF4	9.1738173	C3
PF4	13.686871	C3
PF4	19.3640964	C3
PF4	19.4022931	C4
PF4	13.6893311	C4
PF4	12.065625	C4
PF4	19.1790802	C4
PF4	11.8216301	C4
PF4	4.7593108	C4
PF4	2.564069	C4
PF4	4.6985774	C4
PF4	19.045642	C4
PF4	8.4304651	C4
PF4	18.2664987	C4
PF4	5.313829	C4
PF4	7.0846976	C4
PF4	10.0425924	C4
PF4	2.184978	C4
PF4	11.5333985	C4
PF4	10.1138139	C5
PF4	4.8121088	C5
PF4	12.4064291	C5
PF4	16.159877	C5
PF4	10.7767728	C5
PF4	2.2325024	C5
PF4	10.367664	C5
PF4	1.2759711	C5
PF4	11.4898451	C5
PF4	11.36293	C5
PF4	18.1008328	C5
PF4	5.3803547	C5
PF4	13.6549226	C5
PF4	16.252467	C5
PF4	2.6307323	C5
PF4	8.4742697	C5
LY2	10.9205341	C1
LY2	13.1451017	C1
LY2	6.3966289	C1
LY2	17.9298967	C1
LY2	3.4539492	C1
LY2	11.6815631	C1
LY2	1.0279746	C1
LY2	3.8720892	C1
LY2	19.6558027	C1
LY2	19.3932846	C1
LY2	18.9394921	C1
LY2	7.328524	C1
LY2	18.895806	C1
LY2	4.9009807	C1
LY2	16.0292385	C1
LY2	3.836871	C1
LY2	15.7592531	C2
LY2	4.5226263	C2
LY2	9.9864877	C2
LY2	19.9059054	C2
LY2	1.7384204	C2
LY2	18.2632316	C2
LY2	5.8518886	C2
LY2	11.0035221	C2
LY2	16.6813723	C2
LY2	4.2513154	C2
LY2	1.2813947	C2
LY2	18.4435113	C2
LY2	3.1685001	C2
LY2	11.1403857	C2
LY2	0.9766664	C2
LY2	11.1539242	C2
LY2	17.6118649	C3
LY2	2.0792527	C3
LY2	6.4443645	C3
LY2	4.8615411	C3
LY2	6.620902	C3
LY2	9.0688825	C3
LY2	2.8169267	C3
LY2	5.1387703	C3
LY2	6.3559711	C3
LY2	12.3217583	C3
LY2	2.2582215	C3
LY2	0.2086663	C3
LY2	3.3464949	C3
LY2	11.5077775	C3
LY2	5.1872035	C3
LY2	9.4117808	C3
LY2	7.7216264	C4
LY2	17.8662128	C4
LY2	19.4058308	C4
LY2	17.5542897	C4
LY2	16.2192844	C4
LY2	1.9503556	C4
LY2	8.6688138	C4
LY2	17.4997055	C4
LY2	4.7624691	C4
LY2	14.3968448	C4
LY2	5.0599537	C4
LY2	11.3973597	C4
LY2	15.0976522	C4
LY2	13.5462963	C4
LY2	0.8146274	C4
LY2	10.531645	C4
LY2	2.2246697	C5
LY2	10.7909316	C5
LY2	0.6303125	C5
LY2	8.1531258	C5
LY2	10.4287862	C5
LY2	8.4051383	C5
LY2	15.0340573	C5
LY2	10.8563918	C5
LY2	4.5531993	C5
LY2	17.2582745	C5
LY2	17.5673801	C5
LY2	19.7260822	C5
LY2	14.4894904	C5
LY2	13.8386021	C5
LY2	17.1880584	C5
LY2	18.9251969	C5
CD1C	11.82745358	C1
CD1C	2.18320435	C1
CD1C	7.202532	C1
CD1C	16.67329249	C1
CD1C	17.18575007	C1
CD1C	16.02149853	C1
CD1C	7.79723669	C1
CD1C	4.14089887	C1
CD1C	4.17652512	C1
CD1C	11.24334393	C1
CD1C	19.6671259	C1
CD1C	1.18615442	C1
CD1C	6.810295	C1
CD1C	0.05914691	C1
CD1C	11.05717857	C1
CD1C	16.90907161	C1
CD1C	1.98942603	C2
CD1C	16.00479966	C2
CD1C	7.53574227	C2
CD1C	6.36732169	C2
CD1C	2.94475953	C2
CD1C	6.03062735	C2
CD1C	2.97073122	C2
CD1C	16.27933656	C2
CD1C	0.99594194	C2
CD1C	8.33009087	C2
CD1C	16.02493055	C2
CD1C	16.51066641	C2
CD1C	7.34598897	C2
CD1C	14.75910241	C2
CD1C	14.59727483	C2
CD1C	3.85354363	C2
CD1C	5.47899437	C3
CD1C	15.99904092	C3
CD1C	6.85151391	C3
CD1C	16.50687231	C3
CD1C	18.59331127	C3
CD1C	4.23527156	C3
CD1C	12.55667754	C3
CD1C	14.91549026	C3
CD1C	5.72829944	C3
CD1C	4.08549112	C3
CD1C	5.53441445	C3
CD1C	7.03886175	C3
CD1C	5.42004251	C3
CD1C	12.77411574	C3
CD1C	4.13530898	C3
CD1C	1.90889275	C3
CD1C	15.3965441	C4
CD1C	10.20899335	C4
CD1C	3.60903265	C4
CD1C	6.19288556	C4
CD1C	0.28031138	C4
CD1C	19.27963581	C4
CD1C	5.5630347	C4
CD1C	4.31302388	C4
CD1C	4.75210023	C4
CD1C	6.45627298	C4
CD1C	14.51166628	C4
CD1C	8.01850651	C4
CD1C	12.11605706	C4
CD1C	15.35151734	C4
CD1C	5.63481523	C4
CD1C	19.30389782	C4
CD1C	18.37385943	C5
CD1C	12.88771069	C5
CD1C	0.89762876	C5
CD1C	11.69385113	C5
CD1C	19.68494529	C5
CD1C	14.51356582	C5
CD1C	12.37239387	C5
CD1C	0.72529333	C5
CD1C	11.69393893	C5
CD1C	6.2644413	C5
CD1C	4.56300635	C5
CD1C	18.95182907	C5
CD1C	17.71250256	C5
CD1C	7.61518805	C5
CD1C	15.56338708	C5
CD1C	4.54630252	C5
CNLY	1.1511245	C1
CNLY	6.9615843	C1
CNLY	3.4748802	C1
CNLY	9.7518402	C1
CNLY	7.6965489	C1
CNLY	2.1248412	C1
CNLY	7.0647745	C1
CNLY	5.5168168	C1
CNLY	0.9880397	C1
CNLY	4.9039041	C1
CNLY	2.3860849	C1
CNLY	6.7202863	C1
CNLY	1.5117726	C1
CNLY	1.4590114	C1
CNLY	6.3158347	C1
CNLY	0.7509982	C1
CNLY	0.2949366	C2
CNLY	1.3666501	C2
CNLY	4.8600945	C2
CNLY	0.8557772	C2
CNLY	0.3466679	C2
CNLY	5.2331662	C2
CNLY	7.4010321	C2
CNLY	7.2706273	C2
CNLY	3.8355031	C2
CNLY	5.7560933	C2
CNLY	8.5395417	C2
CNLY	3.7254414	C2
CNLY	3.5946682	C2
CNLY	5.3236091	C2
CNLY	2.1508933	C2
CNLY	8.9472289	C2
CNLY	4.0422588	C3
CNLY	8.8469686	C3
CNLY	8.4365878	C3
CNLY	7.5892931	C3
CNLY	1.2476384	C3
CNLY	5.8080053	C3
CNLY	3.196644	C3
CNLY	8.7711647	C3
CNLY	2.701396	C3
CNLY	5.51335	C3
CNLY	7.826519	C3
CNLY	7.5838468	C3
CNLY	2.7094124	C3
CNLY	6.9139752	C3
CNLY	9.9361401	C3
CNLY	2.9424597	C3
CNLY	1.2777899	C4
CNLY	0.1495202	C4
CNLY	4.2101701	C4
CNLY	2.6959772	C4
CNLY	2.085593	C4
CNLY	1.051634	C4
CNLY	0.8741007	C4
CNLY	9.5596322	C4
CNLY	4.3162681	C4
CNLY	4.1167794	C4
CNLY	9.7749212	C4
CNLY	2.4891999	C4
CNLY	4.2299949	C4
CNLY	8.5336152	C4
CNLY	0.9480458	C4
CNLY	7.4096164	C4
CNLY	2.791204	C5
CNLY	5.4752948	C5
CNLY	2.2710974	C5
CNLY	6.5953263	C5
CNLY	4.4189599	C5
CNLY	0.1491767	C5
CNLY	0.9372565	C5
CNLY	0.1509479	C5
CNLY	3.9813824	C5
CNLY	0.8585975	C5
CNLY	7.0968789	C5
CNLY	4.3482258	C5
CNLY	7.3428517	C5
CNLY	7.1857186	C5
CNLY	3.6573752	C5
CNLY	0.4769859	C5
CST3	6.43945137	C1
CST3	0.01272242	C1
CST3	5.12748551	C1
CST3	2.05833455	C1
CST3	5.43370332	C1
CST3	0.34394036	C1
CST3	7.72752862	C1
CST3	4.92218589	C1
CST3	5.22692015	C1
CST3	1.74197304	C1
CST3	5.17099636	C1
CST3	5.16882299	C1
CST3	7.89014005	C1
CST3	6.42633555	C1
CST3	7.78847287	C1
CST3	7.64961904	C1
CST3	2.3324182	C2
CST3	7.17152733	C2
CST3	3.09808783	C2
CST3	4.94078151	C2
CST3	3.94468043	C2
CST3	20.87371926	C2
CST3	0.86625523	C2
CST3	7.39778145	C2
CST3	1.02771654	C2
CST3	1.80036841	C2
CST3	6.3038938	C2
CST3	5.99405271	C2
CST3	7.77069484	C2
CST3	1.00335983	C2
CST3	4.06889869	C2
CST3	3.36209691	C2
CST3	3.42378329	C3
CST3	5.96248638	C3
CST3	5.76923743	C3
CST3	5.43647067	C3
CST3	4.64944937	C3
CST3	1.04830697	C3
CST3	6.17178877	C3
CST3	1.1499785	C3
CST3	6.7319508	C3
CST3	1.48960229	C3
CST3	0.88636692	C3
CST3	1.38866254	C3
CST3	1.90646044	C3
CST3	4.40819757	C3
CST3	19.59837211	C3
CST3	7.50772924	C3
CST3	5.72132901	C4
CST3	2.56345949	C4
CST3	0.51195334	C4
CST3	7.0859372	C4
CST3	19.59837211	C4
CST3	5.74165482	C4
CST3	2.44435515	C4
CST3	5.57696068	C4
CST3	3.37530099	C4
CST3	3.52895868	C4
CST3	19.59837211	C4
CST3	4.19719514	C4
CST3	1.9031092	C4
CST3	7.14808397	C4
CST3	0.22700427	C4
CST3	6.83466275	C4
CST3	1.1975837	C5
CST3	0.83249074	C5
CST3	2.4247393	C5
CST3	2.43175566	C5
CST3	2.68095313	C5
CST3	6.87241646	C5
CST3	4.44376545	C5
CST3	0.50282178	C5
CST3	6.01068471	C5
CST3	3.98206977	C5
CST3	2.3341727	C5
CST3	2.27126884	C5
CST3	4.8901651	C5
CST3	5.81066059	C5
CST3	3.43754465	C5
CST3	6.52729698	C5


