OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_2376	1	0	0	1	0	0	0	4	2	1	2	4	1	2	1	0	1	3
OTU_1131	2	0	0	0	1	1	5	4	2	4	4	2	2	1	2	2	9	6
OTU_676	7	5	2	2	0	0	8	5	16	11	6	9	6	5	8	18	3	6
OTU_409	6	3	9	14	27	7	5	3	3	8	41	16	2	2	4	10	12	11
OTU_523	6	7	3	3	4	3	8	16	16	7	5	11	8	5	10	2	4	11
OTU_1859	25	5	5	6	14	17	4	5	4	5	4	3	5	4	1	4	2	5
OTU_529	2	11	4	6	6	3	2	4	3	6	9	7	8	8	13	9	7	11
OTU_360	18	20	10	15	13	20	13	14	16	15	14	14	9	9	17	14	15	9
OTU_1108	3	0	3	6	4	7	1	4	0	3	4	1	1	2	2	2	3	6
OTU_3016	1	1	2	2	0	2	3	0	0	1	2	1	1	1	0	0	0	2
OTU_3183	2	3	0	2	0	3	1	1	0	2	0	0	2	0	1	0	1	1
OTU_131	44	16	1	2	18	4	26	8	19	19	6	24	9	1	25	5	5	11
OTU_312	8	8	7	13	13	7	3	21	16	20	11	13	25	8	16	12	15	15
OTU_1132	2	4	4	1	2	2	3	3	9	4	4	3	2	1	4	3	3	6
OTU_2073	3	1	0	0	0	2	1	2	3	1	1	3	0	0	0	0	0	1
OTU_1815	7	1	2	0	0	0	2	0	0	0	0	1	3	5	1	1	2	3
OTU_2284	1	0	0	1	0	2	3	2	0	2	0	2	2	3	2	2	6	4
OTU_188	21	36	14	11	32	47	22	26	9	38	11	14	28	25	25	24	23	19
OTU_732	8	8	2	2	11	9	2	1	15	2	4	2	1	0	3	18	5	1
OTU_2861	3	0	0	0	0	0	1	2	3	1	3	2	2	1	2	2	1	1
OTU_3187	3	1	0	0	0	1	3	4	1	2	1	1	2	2	0	0	0	0
OTU_325	31	19	28	22	20	51	14	19	18	17	20	19	24	11	11	26	17	16
OTU_2395	6	0	1	3	2	2	3	1	3	1	1	0	0	0	4	1	0	2
OTU_947	4	0	1	0	1	5	3	2	1	2	4	8	2	5	2	3	6	6
OTU_355	7	7	6	1	9	5	2	4	2	9	85	23	5	21	16	10	2	3
OTU_745	8	0	0	0	0	0	62	0	3	17	0	6	0	0	1	0	0	1
OTU_561	4	3	2	1	1	1	18	11	12	6	16	7	4	6	5	5	4	6
OTU_714	13	2	2	1	6	7	16	8	5	6	11	2	0	0	5	4	6	7
OTU_540	1	8	2	2	1	5	4	66	4	2	24	10	0	2	0	9	3	9
OTU_84	50	91	39	75	59	165	35	21	80	30	48	39	35	22	40	27	107	36
OTU_551	6	8	6	6	6	4	13	4	4	11	9	13	10	8	6	2	5	14
OTU_441	3	7	5	9	6	7	7	10	5	13	4	15	5	5	10	23	5	7
OTU_148	6	129	0	22	34	10	43	39	19	6	4	24	52	7	84	15	13	13
OTU_291	16	11	15	11	23	18	14	7	31	16	7	14	26	13	11	10	16	13
OTU_1443	6	3	0	1	1	0	3	5	5	5	0	0	2	1	1	1	0	1
OTU_2660	4	3	1	1	1	3	5	1	5	6	4	5	1	3	5	3	2	3
OTU_1282	2	1	2	7	9	3	4	6	0	1	3	0	3	0	2	2	0	4
OTU_1169	2	2	3	5	3	3	5	3	3	6	3	5	1	4	8	6	3	4
OTU_3162	4	1	0	2	1	1	4	1	2	1	1	2	0	2	1	2	1	3
OTU_268	19	14	22	30	9	7	27	19	28	17	19	35	19	16	20	14	13	32
OTU_1816	5	0	0	0	2	1	7	2	0	1	3	2	0	0	0	1	0	3
OTU_377	10	25	5	12	3	7	25	19	26	14	13	26	9	14	18	19	3	17
OTU_345	18	16	7	11	11	12	10	9	15	6	12	11	12	6	17	19	9	15
OTU_185	23	17	42	48	41	35	15	4	36	13	19	12	14	21	21	20	22	20
OTU_1889	8	4	2	2	2	2	2	0	5	4	3	3	1	0	3	1	1	1
OTU_606	14	5	7	2	2	5	12	8	7	9	6	5	6	2	8	6	2	8
OTU_885	7	3	0	2	6	15	6	4	2	6	4	5	2	2	2	1	1	2
OTU_104	32	15	32	47	245	46	5	111	1	33	24	21	3	8	23	20	38	75
OTU_3277	3	2	0	1	0	0	1	1	1	0	2	1	2	1	1	1	5	1
OTU_1547	2	0	0	0	0	1	0	3	7	2	1	3	2	3	3	0	1	3
OTU_1027	1	4	5	2	4	3	0	17	0	2	6	4	1	0	2	6	0	4
OTU_141	42	13	13	39	38	25	47	40	36	46	24	24	37	28	27	24	24	21
OTU_672	8	4	2	12	6	9	1	4	4	7	11	6	5	8	6	6	5	1
OTU_2132	1	2	9	3	0	2	4	1	0	0	0	1	0	0	2	5	0	0
OTU_559	6	13	5	2	19	4	3	4	5	2	7	6	6	2	13	10	4	11
OTU_801	5	8	5	7	8	3	1	3	6	3	2	6	8	4	2	3	2	3
OTU_1865	3	8	2	2	1	2	4	3	2	3	2	3	1	1	4	2	0	1
OTU_1709	3	2	1	0	2	1	1	0	3	1	5	0	2	2	1	5	2	2
OTU_984	3	3	1	0	0	0	9	3	5	3	2	7	6	3	4	4	2	2
OTU_1549	4	3	0	1	0	3	11	9	3	4	4	5	2	2	2	2	2	2
OTU_924	10	6	5	1	0	7	14	2	3	3	2	2	2	4	2	2	2	1
OTU_797	5	3	23	8	3	11	3	2	2	6	5	4	2	2	0	5	3	6
OTU_2463	2	0	0	0	0	0	2	3	2	2	0	3	2	2	1	1	1	0
OTU_1747	6	2	5	6	1	2	0	4	0	1	0	2	0	0	4	1	2	3
OTU_1193	6	2	0	5	2	2	0	4	2	0	2	5	5	0	2	2	2	5
OTU_1946	2	0	1	2	4	0	1	0	3	0	0	1	2	1	2	2	0	0
OTU_296	18	13	15	22	12	14	19	19	10	11	10	23	17	14	10	13	10	17
OTU_83	37	36	0	41	9	25	34	35	19	48	39	57	52	149	34	86	267	47
OTU_2617	3	3	1	0	1	2	1	1	0	0	2	4	1	2	4	2	0	2
OTU_1066	3	1	1	2	0	4	6	2	3	6	8	5	2	2	3	1	1	5
OTU_740	16	8	13	13	12	7	3	12	7	6	4	1	4	5	0	10	7	3
OTU_452	30	2	6	8	5	8	7	6	4	13	4	20	6	2	6	6	8	11
OTU_1231	4	4	1	2	1	1	5	2	2	2	4	8	1	1	2	2	8	1
OTU_570	6	2	13	6	14	6	6	12	15	11	2	3	4	6	11	4	2	9
OTU_539	5	1	28	0	0	20	0	4	4	6	7	2	6	20	1	1	8	4
OTU_1098	6	5	1	6	3	3	4	1	2	1	11	6	7	2	2	6	3	4
OTU_1489	4	3	4	1	2	6	2	2	0	3	1	3	0	2	2	1	2	1
OTU_1723	2	2	4	3	0	1	6	2	4	5	2	4	0	1	1	5	2	2
OTU_1711	9	5	12	0	1	5	5	7	3	2	1	5	2	0	2	6	1	1
OTU_748	8	7	4	3	2	1	7	8	3	3	5	11	3	2	2	4	2	10
OTU_391	12	5	8	23	20	10	11	4	16	12	18	5	6	14	7	16	11	11
OTU_1503	4	3	3	3	3	7	5	4	4	4	5	3	3	0	2	2	0	2
OTU_878	7	3	2	1	5	3	1	4	3	1	2	1	2	1	23	1	3	3
OTU_1822	2	2	1	2	0	1	0	1	0	0	3	0	2	4	3	4	2	5
OTU_680	6	9	7	9	1	12	10	1	9	6	3	9	0	2	5	9	5	6
OTU_1531	2	2	0	0	4	2	1	1	4	0	2	3	2	3	5	5	1	2
OTU_962	3	1	2	0	2	1	1	1	0	0	4	2	2	2	1	42	1	7
OTU_368	9	14	25	7	17	10	6	10	7	17	21	13	4	3	6	18	13	15
OTU_1643	4	3	0	1	0	2	0	0	2	1	0	1	2	4	1	3	3	4
OTU_215	16	37	0	2	40	54	3	66	6	9	13	5	2	37	40	14	2	2
OTU_417	10	6	11	11	21	9	8	12	9	5	19	7	4	5	6	7	11	13
OTU_1223	8	3	0	2	4	7	4	3	3	3	3	10	2	3	6	9	5	5
OTU_1636	3	5	0	1	0	6	2	5	2	0	1	5	4	0	1	1	0	9
OTU_403	13	8	0	22	8	6	25	12	13	11	10	10	6	4	11	6	3	19
OTU_809	3	1	0	1	1	0	5	2	2	1	1	2	2	2	2	2	2	4
OTU_210	15	8	6	1	2	34	24	27	9	14	17	22	28	7	9	23	60	47
OTU_465	7	10	6	14	14	13	8	3	4	6	6	14	2	8	13	7	4	6
OTU_607	3	11	3	5	9	1	2	4	3	6	4	6	6	8	4	29	2	4
OTU_1786	2	3	0	1	4	0	3	1	1	2	1	7	1	2	0	0	4	2
OTU_367	8	5	9	34	21	15	8	5	12	3	4	5	2	31	4	12	13	4
OTU_197	33	25	6	11	20	19	29	12	11	26	32	21	31	33	26	13	16	19
OTU_427	8	3	5	9	2	3	9	4	12	5	9	8	14	16	9	11	10	7
OTU_2364	4	0	0	1	0	0	1	3	1	0	1	0	0	0	1	1	0	2
OTU_704	7	5	7	11	3	7	3	4	10	12	5	9	9	5	8	7	5	6
OTU_3067	2	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	1	1
OTU_908	3	7	3	2	3	4	5	2	8	4	5	3	3	4	5	6	2	1
OTU_1264	3	3	0	1	0	2	10	4	2	0	4	14	7	1	6	2	0	1
OTU_3134	1	0	0	2	0	2	1	0	0	0	2	0	2	0	2	3	0	2
OTU_303	17	30	8	15	14	12	10	4	13	11	11	7	20	8	17	23	5	21
OTU_1425	3	3	8	2	0	0	3	1	5	3	2	5	2	1	5	2	2	4
OTU_674	9	3	4	14	4	4	0	1	16	5	0	1	4	5	4	2	13	1
OTU_3170	4	0	0	0	0	3	3	0	0	1	1	1	0	1	1	0	1	1
OTU_1040	4	9	1	0	0	1	5	10	1	2	1	0	5	0	14	4	0	1
OTU_494	5	2	11	5	2	9	8	7	11	8	2	18	2	2	11	8	7	14
OTU_866	11	0	7	3	0	2	11	5	3	0	1	5	5	6	2	2	5	1
OTU_3193	3	4	0	0	2	0	1	7	1	1	8	3	0	0	2	1	0	2
OTU_356	17	13	10	22	9	8	9	15	20	6	8	11	7	8	24	13	12	4
OTU_2822	2	1	0	0	0	0	2	1	1	0	3	2	0	0	0	0	0	2
OTU_587	18	3	15	21	5	1	5	3	3	5	2	15	2	2	13	10	3	2
OTU_790	6	6	3	8	0	1	4	13	13	2	3	10	2	2	2	4	5	6
OTU_1235	2	3	2	0	2	0	3	1	2	2	2	4	0	5	3	2	4	4
OTU_473	3	3	1	0	0	2	2	1	1	0	1	3	4	2	1	0	2	0
OTU_105	59	48	45	58	47	67	46	28	36	33	46	46	26	25	49	45	37	36
OTU_466	8	5	4	11	2	5	17	6	15	8	29	6	13	5	9	6	6	12
OTU_2481	3	0	2	0	1	1	5	3	3	0	5	3	5	1	2	7	2	2
OTU_3237	2	1	0	0	0	0	3	1	0	0	1	0	2	1	2	0	0	0
OTU_1526	2	1	0	2	1	4	5	3	2	1	1	6	2	1	2	0	0	2
OTU_933	4	3	2	3	2	5	3	2	5	3	4	5	5	4	5	4	2	4
OTU_2710	1	1	0	0	2	0	2	0	1	0	0	2	2	1	1	0	1	0
OTU_346	14	19	5	7	3	7	13	23	18	12	18	18	24	4	10	19	4	11
OTU_1219	3	0	0	1	1	6	2	2	1	2	10	0	1	0	4	2	2	5
OTU_464	5	16	12	6	8	6	7	24	3	3	3	13	11	8	17	10	8	3
OTU_1325	3	0	1	1	0	1	6	3	4	2	1	7	3	2	2	5	1	2
OTU_2377	3	0	0	2	0	0	0	1	2	1	1	3	1	1	0	0	2	0
OTU_992	5	7	5	3	2	2	3	11	4	3	7	4	5	2	1	8	2	1
OTU_1517	6	7	0	2	1	1	2	4	1	4	1	3	2	2	2	6	2	2
OTU_1290	6	6	2	2	0	10	3	5	3	6	9	4	2	4	5	1	2	6
OTU_1115	3	1	2	1	1	3	5	2	8	3	4	9	5	2	5	6	2	2
OTU_843	6	6	5	2	2	7	4	2	3	4	3	2	3	4	4	3	5	5
OTU_471	8	3	5	2	1	11	6	4	10	5	6	10	10	10	15	5	10	10
OTU_91	6	8	55	55	46	26	26	66	22	19	60	46	43	31	24	40	168	180
OTU_3156	3	0	1	1	2	0	0	0	0	1	0	1	1	0	0	1	1	0
OTU_374	12	17	9	2	9	5	23	12	8	14	25	13	10	6	15	6	15	15
OTU_1695	3	3	2	2	0	2	5	2	0	2	3	2	1	2	17	1	9	0
OTU_1902	3	0	0	1	0	2	4	3	2	1	1	0	0	0	0	0	3	3
OTU_3082	1	0	2	0	0	0	1	0	0	0	0	0	2	1	0	1	2	0
OTU_478	7	8	5	2	9	7	5	15	9	10	8	5	11	5	11	12	2	17
OTU_299	9	4	1	6	5	3	22	25	28	17	25	20	16	12	25	19	15	19
OTU_557	6	6	20	6	7	4	6	6	4	6	12	5	13	4	5	4	2	9
OTU_3081	4	2	1	0	0	3	1	1	0	1	0	1	0	0	1	0	0	0
OTU_483	10	24	2	6	13	3	14	6	3	4	8	6	8	5	9	5	3	9
OTU_1698	1	5	0	0	5	2	0	0	0	0	1	2	0	1	2	1	0	2
OTU_504	6	2	2	2	13	53	10	6	4	2	8	2	1	2	2	3	8	4
OTU_756	4	1	0	2	0	7	2	0	7	0	2	3	2	0	10	4	23	3
OTU_2852	1	2	3	1	1	1	2	1	2	1	0	0	1	2	1	0	1	2
OTU_2433	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1
OTU_733	5	8	4	2	4	6	3	9	4	4	1	6	1	4	16	2	4	5
OTU_174	7	9	1	3	3	2	15	48	14	30	6	5	5	4	26	221	55	2
OTU_1138	2	3	2	4	1	2	5	4	4	4	4	6	3	4	3	2	3	4
OTU_460	7	16	2	0	5	2	20	26	26	7	12	3	6	4	4	10	9	1
OTU_1706	2	3	0	1	0	1	6	4	2	3	4	5	2	1	4	1	1	4
OTU_853	2	40	0	1	7	2	6	12	3	3	1	1	1	0	0	2	0	3
OTU_1951	4	1	5	2	3	2	7	3	3	6	4	2	2	2	5	6	5	2
OTU_2080	3	1	0	0	0	1	3	4	3	2	0	3	2	2	0	4	1	0
OTU_2442	2	3	2	2	3	4	1	1	0	2	2	3	1	0	5	6	1	2
OTU_234	36	30	23	25	16	21	17	20	22	22	21	14	15	36	27	44	18	28
OTU_2728	1	2	1	2	0	1	2	1	0	0	2	0	2	0	1	1	0	3
OTU_1076	4	1	10	0	1	2	5	1	5	1	1	3	2	5	3	2	5	2
OTU_1699	1	0	0	0	2	0	1	0	1	1	0	1	3	4	4	0	5	0
OTU_1644	5	0	3	0	1	2	1	1	3	1	2	3	0	3	2	3	2	1
OTU_182	36	11	28	29	43	72	21	9	16	24	28	34	5	26	11	40	29	14
OTU_2318	1	2	2	0	1	3	2	5	1	2	4	11	2	2	2	3	2	2
OTU_1367	3	3	0	1	0	0	0	2	0	0	0	0	1	1	0	3	0	2
OTU_850	8	0	0	0	0	37	6	16	2	4	3	3	10	2	6	1	1	1
OTU_1082	1	1	0	2	1	0	2	1	2	1	1	1	1	1	0	2	1	0
OTU_550	3	3	4	7	9	4	9	5	5	7	9	5	8	10	10	9	5	6
OTU_1141	1	5	0	4	0	2	0	1	1	1	3	1	0	5	6	1	5	2
OTU_2925	3	1	0	2	0	2	3	4	2	11	4	5	4	5	7	3	4	8
OTU_918	8	1	3	6	0	12	5	3	1	2	13	6	1	2	0	1	2	2
OTU_848	3	8	2	8	2	2	5	5	2	6	4	5	3	2	3	1	4	5
OTU_2202	1	1	0	0	3	4	5	1	1	2	2	4	2	1	3	1	0	0
OTU_1483	4	8	0	0	0	0	5	2	9	1	2	1	1	2	0	2	0	2
OTU_112	33	85	12	85	8	57	5	10	2	5	24	400	1	16	18	2	5	18
OTU_369	11	11	9	5	9	7	15	18	7	7	22	14	9	15	12	6	14	6
OTU_2355	4	3	2	1	2	2	6	3	3	2	4	4	4	4	2	2	1	1
OTU_282	10	32	13	33	6	7	15	23	16	16	17	16	22	6	22	14	12	27
OTU_669	4	8	4	2	2	2	12	17	16	14	8	7	10	7	11	9	8	17
OTU_566	9	4	4	9	10	11	5	5	10	9	11	10	3	17	7	8	12	7
OTU_1162	1	0	3	4	1	1	2	2	2	3	5	4	2	1	2	1	4	3
OTU_1766	4	2	3	2	3	6	2	2	1	2	3	4	2	0	2	2	1	1
OTU_349	18	36	22	18	5	12	31	4	19	26	6	19	14	15	17	6	6	15
OTU_2859	2	1	0	0	0	1	0	1	1	5	1	0	1	0	2	0	1	0
OTU_2452	3	3	0	2	2	0	2	0	0	2	1	2	2	1	0	0	0	3
OTU_3150	1	1	0	0	2	3	13	3	4	1	5	11	10	3	3	3	0	0
OTU_2476	2	0	0	1	2	2	2	1	0	0	1	1	2	0	0	1	2	2
OTU_1091	2	1	3	9	5	5	2	2	4	1	4	5	4	2	2	5	5	3
OTU_3220	1	3	0	2	1	1	2	2	1	2	0	3	0	0	0	1	0	0
OTU_305	28	18	2	18	60	14	16	21	4	9	9	13	17	20	5	9	2	6
OTU_1007	6	10	8	7	2	3	6	6	7	6	3	13	7	3	5	6	8	3
OTU_1230	5	0	0	2	2	3	0	4	3	3	5	7	0	0	2	6	0	1
OTU_1181	5	7	2	2	5	2	0	4	2	2	7	4	3	3	2	2	2	5
OTU_656	6	5	5	8	8	7	11	7	4	6	7	5	2	2	5	2	5	8
OTU_189	33	20	31	26	39	32	21	15	16	12	30	22	17	24	27	12	23	23
OTU_288	3	0	7	4	45	2	6	0	38	3	60	0	60	2	21	2	0	1
OTU_2237	4	2	0	2	0	0	1	1	0	5	1	1	0	1	2	0	0	0
OTU_586	4	3	0	3	1	7	5	4	3	4	4	5	1	2	18	8	35	3
OTU_810	5	13	3	6	4	3	5	5	1	4	4	5	7	2	5	3	5	6
OTU_671	7	6	2	8	1	1	10	8	8	8	4	16	6	2	4	1	9	3
OTU_470	17	5	4	5	6	6	8	3	10	9	11	10	8	2	14	9	3	18
OTU_364	22	12	6	8	9	11	19	8	10	13	14	17	10	5	11	10	10	14
OTU_2397	2	0	0	0	0	0	11	1	0	0	0	0	1	0	0	0	0	1
OTU_583	4	3	2	6	13	5	4	3	5	8	5	4	6	7	7	5	6	6
OTU_2113	3	3	5	2	4	2	11	4	4	3	4	7	2	2	3	3	2	4
OTU_2693	1	0	0	0	0	0	2	3	3	2	0	5	1	0	1	0	0	1
OTU_178	13	2	59	31	36	10	13	68	6	22	36	20	29	17	13	22	43	36
OTU_69	13	14	3	939	4	22	19	22	12	33	31	18	57	9	4	30	7	40
OTU_221	15	36	20	17	12	13	34	34	19	35	18	28	20	6	27	11	12	17
OTU_149	13	37	14	14	27	42	18	20	23	36	11	14	37	19	74	35	40	28
OTU_571	8	8	2	5	3	8	15	4	3	3	14	13	6	7	7	12	7	11
OTU_601	8	3	2	2	3	6	8	4	8	5	11	7	4	7	6	7	8	10
OTU_1958	1	1	2	1	1	1	4	0	2	1	2	2	2	2	2	1	1	5
OTU_250	21	13	6	14	7	17	31	19	23	9	27	32	13	8	22	27	11	21
OTU_1058	5	5	3	2	24	2	0	0	1	2	2	0	0	2	0	2	3	3
OTU_3111	5	2	1	2	0	1	2	3	1	3	3	4	4	2	5	0	1	2
OTU_1514	3	3	1	0	1	2	6	0	4	4	5	3	5	4	2	2	4	2
OTU_476	7	3	16	13	5	17	6	13	2	10	9	8	7	9	19	10	4	4
OTU_911	3	0	0	0	0	0	28	0	2	28	1	6	0	0	0	0	0	0
OTU_693	5	8	2	6	1	2	11	3	3	7	9	6	5	2	4	4	2	5
OTU_1010	5	4	2	2	3	2	3	4	3	5	4	4	2	4	2	4	4	2
OTU_1817	4	2	0	0	1	4	2	1	0	1	2	2	2	1	0	3	1	1
OTU_2469	4	3	0	1	0	2	2	0	1	0	0	1	0	2	1	2	1	2
OTU_660	5	2	2	1	7	1	4	4	3	3	6	5	2	11	6	14	9	6
OTU_254	26	12	2	7	23	12	18	7	13	15	22	20	20	15	23	19	35	34
OTU_456	16	11	5	8	5	17	7	12	9	17	5	31	4	4	4	6	2	11
OTU_1070	7	7	9	4	1	4	4	4	15	2	6	14	12	3	11	6	9	6
OTU_2083	2	3	2	1	2	0	3	1	0	0	2	3	2	2	3	2	2	1
OTU_386	5	13	5	15	5	18	5	12	10	3	12	14	26	2	16	23	12	21
OTU_343	9	21	6	20	12	12	10	12	12	10	7	8	17	11	11	15	9	11
OTU_2067	3	1	2	1	0	1	1	0	0	1	2	1	2	3	1	2	3	2
OTU_826	6	9	6	1	2	10	5	12	5	2	3	5	6	2	1	3	4	6
OTU_604	6	8	4	6	4	8	5	2	5	5	9	5	6	5	4	11	2	7
OTU_926	9	12	1	4	2	4	5	6	8	5	2	5	5	2	6	5	8	6
OTU_986	3	2	5	1	2	1	7	5	5	8	11	3	6	5	5	4	5	1
OTU_2975	1	0	0	2	0	0	2	0	1	2	1	1	0	1	0	1	0	2
OTU_800	5	3	6	4	2	3	5	3	3	6	6	3	3	1	2	3	5	6
OTU_2606	3	3	2	2	1	1	8	6	1	10	3	5	6	4	1	3	8	6
OTU_247	22	19	7	4	11	13	42	24	33	59	17	95	6	5	7	10	3	15
OTU_1827	3	2	0	2	2	1	2	2	3	3	1	6	3	2	0	2	2	2
OTU_705	4	4	2	4	2	3	5	12	6	6	4	9	6	1	6	6	2	4
OTU_3249	3	1	0	1	0	0	4	1	3	3	2	0	2	2	4	1	2	3
OTU_1258	3	1	0	1	2	3	5	7	11	6	2	4	2	0	7	2	2	1
OTU_753	5	1	1	3	0	9	3	7	3	0	2	4	0	8	32	0	0	0
OTU_937	6	1	0	7	0	2	3	4	3	1	1	3	4	8	1	10	6	2
OTU_358	14	12	14	17	13	12	14	11	16	10	11	15	11	9	12	9	12	5
OTU_723	12	4	0	6	4	12	10	5	2	7	9	8	3	6	6	4	4	7
OTU_2760	6	5	0	9	1	5	5	8	5	14	5	5	9	15	11	7	14	10
OTU_255	11	1	1	0	3	2	2	3	1	2	1	1	0	0	2	0	2	2
OTU_235	15	11	11	17	18	11	9	5	24	21	10	14	24	51	12	15	16	25
OTU_315	9	8	11	10	5	2	30	23	20	41	14	6	6	18	19	10	13	11
OTU_592	8	1	5	9	7	7	4	4	16	8	5	6	2	5	7	9	8	11
OTU_1768	1	2	0	0	1	0	0	3	1	1	1	0	2	2	1	2	1	5
OTU_1348	4	3	2	2	0	7	12	5	4	6	4	5	2	0	3	5	9	4
OTU_823	12	3	3	2	1	0	10	5	3	5	2	4	6	2	3	2	2	2
OTU_1966	4	7	2	0	0	6	8	4	8	3	4	4	2	2	2	2	8	2
OTU_737	6	3	4	4	4	2	5	3	3	6	7	4	7	2	12	1	5	4
OTU_2794	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
OTU_519	7	5	7	6	2	6	11	4	4	8	4	6	6	9	14	11	6	9
OTU_609	8	9	3	2	3	8	6	5	5	3	4	7	4	7	7	4	7	1
OTU_879	5	3	7	5	4	8	5	4	3	3	3	5	4	5	3	2	2	4
OTU_543	32	1	2	0	39	0	0	34	0	0	8	5	1	2	1	0	1	3
OTU_1665	2	2	1	1	2	2	4	2	2	2	2	1	5	0	3	1	2	2
OTU_1170	1	2	1	0	1	0	9	5	8	4	2	5	3	3	4	2	1	2
OTU_396	6	14	16	5	6	8	17	22	13	22	8	10	6	18	4	10	3	15
OTU_1456	4	3	1	1	0	1	1	1	4	1	0	6	4	4	6	2	3	2
OTU_1977	6	1	0	0	0	1	5	2	0	2	0	3	1	1	0	0	0	2
OTU_708	8	6	3	6	6	12	3	4	7	6	5	6	3	4	4	3	3	5
OTU_2649	1	3	1	0	0	4	0	1	0	3	0	0	0	1	0	2	2	1
OTU_1929	1	0	2	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0
OTU_1086	4	1	9	2	2	2	3	5	5	1	6	1	1	2	3	4	1	9
OTU_738	8	5	5	6	4	3	5	5	5	5	5	7	3	6	4	6	3	11
OTU_306	18	18	27	9	16	18	23	17	10	14	9	10	10	8	41	21	5	19
OTU_633	10	0	0	6	0	6	4	12	3	3	2	11	6	1	0	3	1	40
OTU_1722	2	3	5	1	0	2	5	5	3	5	0	2	1	4	2	2	0	1
OTU_818	4	3	0	2	2	2	4	0	4	6	18	5	2	2	5	6	11	3
OTU_1587	3	2	0	0	1	2	4	2	2	2	2	2	2	0	2	1	1	2
OTU_1118	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
OTU_1742	4	3	2	1	2	2	2	2	0	5	0	1	6	1	0	2	0	4
OTU_1218	4	3	0	2	2	2	5	1	3	1	5	1	1	2	2	0	5	3
OTU_1635	4	0	2	0	0	3	1	0	3	3	0	5	6	0	0	2	0	2
OTU_969	5	3	5	3	1	7	1	2	9	3	0	1	2	3	2	3	1	0
OTU_1041	4	13	1	2	0	0	3	5	4	5	3	3	10	2	6	3	3	2
OTU_2341	4	0	0	0	2	2	18	1	0	0	1	0	0	0	0	0	0	1
OTU_333	22	23	5	12	22	9	6	16	13	15	7	11	21	6	13	9	4	15
OTU_950	6	0	2	2	1	2	5	3	3	1	6	4	2	5	2	2	3	2
OTU_1144	5	3	5	10	3	2	5	3	2	3	4	0	5	1	0	3	2	0
OTU_485	6	19	9	10	12	7	5	7	9	7	2	7	12	8	7	4	5	7
OTU_1389	4	3	5	6	0	4	5	2	1	1	0	1	2	1	0	2	1	0
OTU_292	10	19	7	12	2	6	29	12	19	14	18	15	10	14	12	16	20	20
OTU_514	6	8	9	8	2	6	9	17	14	7	6	8	8	3	7	6	7	9
OTU_2255	6	3	1	5	0	1	2	4	1	1	1	6	3	0	0	1	0	1
OTU_1285	3	2	2	9	0	2	5	1	0	0	1	1	1	0	1	9	2	2
OTU_1321	4	3	1	2	0	3	2	2	3	4	1	3	6	2	2	2	2	1
OTU_124	48	26	95	24	11	20	41	12	22	28	47	30	31	32	45	44	26	49
OTU_1005	4	4	0	1	17	7	4	1	3	3	2	0	2	2	2	2	3	2
OTU_331	10	3	9	10	44	13	4	11	6	11	47	5	10	2	15	11	12	15
OTU_413	12	13	1	11	0	6	12	21	20	34	4	3	8	2	6	12	0	23
OTU_3043	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1584	2	0	0	2	2	0	1	5	1	1	1	0	0	2	2	4	2	6
OTU_477	6	2	0	1	0	2	1	5	16	2	1	0	2	1	2	88	1	8
OTU_974	7	1	0	0	0	1	4	3	1	1	17	12	2	0	6	3	0	2
OTU_3215	5	1	0	0	0	0	1	1	2	3	4	0	1	3	2	1	0	2
OTU_199	23	27	28	18	9	45	33	34	23	23	25	31	19	15	35	15	22	18
OTU_678	5	1	0	0	2	2	41	4	15	6	4	5	0	0	1	2	0	8
OTU_3126	4	0	0	0	0	1	0	0	1	1	0	2	0	0	1	0	3	0
OTU_513	13	10	3	6	1	9	8	12	5	6	12	10	7	10	5	7	5	10
OTU_595	8	6	2	6	10	2	11	9	9	10	4	21	4	8	3	2	3	7
OTU_1259	3	3	1	2	2	1	1	3	2	2	4	8	2	1	3	2	2	3
OTU_1403	8	6	1	7	4	0	1	2	4	2	2	1	5	2	3	1	2	4
OTU_610	7	7	5	8	5	9	5	2	6	5	7	5	6	3	7	5	6	2
OTU_956	9	3	3	2	4	4	2	6	5	5	0	4	3	0	3	1	3	2
OTU_1021	5	0	0	1	2	0	4	26	2	4	0	6	1	1	1	3	0	0
OTU_170	4	3	0	437	0	0	5	22	2	6	0	11	2	1	1	1	1	0
OTU_883	2	4	2	2	0	2	7	3	2	6	1	9	3	5	6	2	2	5
OTU_666	6	3	2	5	6	6	8	2	4	6	5	13	1	1	13	6	5	9
OTU_946	2	0	2	2	9	0	1	0	6	3	5	1	3	2	0	6	1	3
OTU_1459	5	3	1	3	4	2	0	6	1	0	2	0	1	2	2	4	0	2
OTU_2862	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	2	1
