ID	log2FoldChange	padj	level	Symbol
YSX42	-0.253361680136508	0.825057277002916	NoDiff	NA
YSX43	0.696963375404737	0.233353511630048	NoDiff	NA
YSX44	0.556663198673657	0.395225301492209	NoDiff	NA
YSX45	-0.68875569454952	0.24144135364145	NoDiff	NA
YSX46	-0.70749515696212	0.223239077928503	NoDiff	NA
YSX47	0.36458196213683	0.671532573846091	NoDiff	NA
YSX48	0.768532924515416	0.170433878637123	NoDiff	NA
YSX49	-0.112346212150228	0.962894768023063	NoDiff	NA
YSX50	0.881107726454215	0.0977111869026759	NoDiff	NA
YSX51	0.398105880367068	0.622016604492669	NoDiff	NA
YSX52	-0.612026393250771	0.325585451199813	NoDiff	NA
YSX53	0.341119691424425	0.705681463815944	NoDiff	NA
YSX54	-1.12936309608079	0.0219072052435621	groupB UP	NA
YSX55	1.43302370170104	0.00212941758761756	groupA UP	NA
YSX56	1.98039989850586	0.00000789553364152201	groupA UP	NA
YSX57	-0.367221476466509	0.66765792258993	NoDiff	NA
YSX58	-1.04413462631653	0.0381588104648135	groupB UP	NA
YSX59	0.569719627442413	0.378190916374923	NoDiff	NA
YSX60	-0.135054603880824	0.946824622328113	NoDiff	NA
YSX61	2.40161776050478	0.0000000313300433835977	groupA UP	NA
YSX62	-0.0392400027331692	0.995397860354848	NoDiff	NA
YSX63	0.689739362450777	0.24046257027364	NoDiff	NA
YSX64	0.0280021587806661	0.997653740504089	NoDiff	NA
YSX65	-0.743273208882405	0.191090629773406	NoDiff	NA
YSX66	0.188792299514343	0.898727428587986	NoDiff	NA
YSX67	-1.80495862889104	0.000057730597794051	groupB UP	NA
YSX68	1.46555486156289	0.00160539296234758	groupA UP	NA
YSX69	0.153253338211898	0.932058663417438	NoDiff	NA
YSX70	2.17261167036215	0.00000072247739024533	groupA UP	NA
YSX71	0.475509528899663	0.507954722896497	NoDiff	NA
YSX72	-0.709946430921815	0.220927481778921	NoDiff	NA
YSX73	0.610726353489055	0.327139618465661	NoDiff	NA
YSX74	-0.934097631644252	0.0732489473975531	NoDiff	NA
YSX75	-1.2536334002391	0.00902205664227137	groupB UP	NA
YSX76	0.291446235517463	0.775334895274918	NoDiff	NA
YSX77	-0.443291873218433	0.555057030120484	NoDiff	NA
YSX78	0.00110535163162413	0.999996339814328	NoDiff	NA
YSX79	0.0743413241516641	0.983579991188526	NoDiff	NA
YSX80	-0.589520946188072	0.353058450393931	NoDiff	NA
YSX81	-0.568668732818502	0.379548736274096	NoDiff	NA
YSX82	-0.135178615123832	0.946729572674877	NoDiff	NA
YSX83	1.1780869965732	0.0156428116967322	groupA UP	NA
YSX84	-1.52356680042976	0.000954941093705728	groupB UP	NA
YSX85	0.593946187628422	0.347562530358928	NoDiff	NA
YSX86	0.332950371213518	0.717419346873418	NoDiff	NA
YSX87	1.06309983727636	0.0338532427159323	groupA UP	NA
YSX88	-0.304183923634301	0.757911469814962	NoDiff	NA
YSX89	0.370018809916288	0.663545768010488	NoDiff	NA
YSX90	0.267098790772231	0.807573808002793	NoDiff	NA
YSX91	-0.54252003099165	0.414066851657092	NoDiff	NA
YSX92	1.20786780598317	0.0126435568487967	groupA UP	NA
YSX93	1.16040261569495	0.0177059231916136	groupA UP	NA
YSX94	0.700213649514998	0.230200409862976	NoDiff	NA
YSX95	1.58683345454085	0.000529607215135092	groupA UP	NA
YSX96	0.558486425565304	0.392825365488481	NoDiff	NA
YSX97	-1.27659220845804	0.00758101685238888	groupB UP	NA
YSX98	-0.573265414236886	0.37362704360215	NoDiff	NA
YSX99	-1.22461261489836	0.0111911950900249	groupB UP	NA
YSX100	-0.473400636439312	0.511009010730089	NoDiff	NA
YSX101	-0.620366677224124	0.315712911085858	NoDiff	NA
YSX102	0.0421158731442352	0.994700422128555	NoDiff	NA
YSX103	-0.910921648552446	0.0832594633403903	NoDiff	NA
YSX104	0.158028772404075	0.927917268592571	NoDiff	NA
YSX105	-0.654584643918818	0.277034140848675	NoDiff	NA
YSX106	1.76728726937265	0.0000863947654437075	groupA UP	NA
YSX107	0.716707476017206	0.214634946508944	NoDiff	NA
YSX108	0.910174229495227	0.0835996515948368	NoDiff	NA
YSX109	0.384185357826345	0.64264342474112	NoDiff	NA
YSX110	1.68217608051942	0.000208187250126162	groupA UP	NA
YSX111	-0.635736453948977	0.297971430243646	NoDiff	NA
YSX112	-0.461644730360566	0.528116671450418	NoDiff	NA
YSX113	1.43228223854166	0.0021430134630474	groupA UP	NA
YSX114	-0.650696353310367	0.28127842813948	NoDiff	NA
YSX115	-0.207380743601965	0.879117445750849	NoDiff	NA
YSX116	-0.392807929441984	0.629873857178112	NoDiff	NA
YSX117	-0.319992868548507	0.7358350427617	NoDiff	NA
YSX118	-0.279113302976559	0.791852427274788	NoDiff	NA
YSX119	0.494188331267827	0.481126982353646	NoDiff	NA
YSX120	-0.177330482269606	0.910096995696838	NoDiff	NA
YSX121	-0.505957462114257	0.464456974530266	NoDiff	NA
YSX122	1.34303882517041	0.00450052180552507	groupA UP	NA
YSX123	-0.214579408546869	0.871154040376396	NoDiff	NA
YSX124	-0.179556530043387	0.907933583840204	NoDiff	NA
YSX125	-0.100190741213562	0.970375941853727	NoDiff	NA
YSX126	0.712666307051405	0.218381390713132	NoDiff	NA
YSX127	-0.0735644041263263	0.983918639369256	NoDiff	NA
YSX128	-0.0376341714670479	0.995766040513623	NoDiff	NA
YSX129	-0.681660478755657	0.248577657106294	NoDiff	NA
YSX130	-0.324270272246319	0.729785318899102	NoDiff	NA
YSX131	0.0601604404345152	0.98921617715892	NoDiff	NA
YSX132	-0.588894486259664	0.353840117155383	NoDiff	NA
YSX133	0.531496192632572	0.429016874651789	NoDiff	NA
YSX134	-1.51839408178679	0.00100103338092076	groupB UP	NA
YSX135	0.306557860789766	0.754626695673802	NoDiff	NA
YSX136	-1.53644982353759	0.000848568748876269	groupB UP	NA
YSX137	-0.300976126836611	0.762331874078309	NoDiff	NA
YSX138	-0.528279904445006	0.433420046597541	NoDiff	NA
YSX139	-0.652094780680999	0.279747448104937	NoDiff	NA
YSX140	-0.0568967778473925	0.990348958805569	NoDiff	NA
YSX141	-1.91435942568001	0.0000170616758564164	groupB UP	NA
YSX142	1.17658331201856	0.0158096170422853	groupA UP	NA
YSX143	-1.664972436212	0.000247383960141862	groupB UP	NA
YSX144	-0.463530401472386	0.525363784383691	NoDiff	NA
YSX145	-1.11592010504285	0.0239803978640511	groupB UP	NA
YSX146	-0.750819001193448	0.184744465599668	NoDiff	NA
YSX147	2.08716654562835	0.00000214965923510913	groupA UP	NA
YSX148	0.0173956196932517	0.999093879468224	NoDiff	NA
YSX149	-1.28630053043433	0.00703648927533947	groupB UP	NA
YSX150	-1.64060553441858	0.000314894591996021	groupB UP	NA
YSX151	0.450187101272656	0.544906888853694	NoDiff	NA
YSX152	-0.018559832714638	0.998968600180212	NoDiff	NA
YSX153	-0.318068374543844	0.738546866351527	NoDiff	NA
YSX154	-0.929362147453702	0.0752111409344954	NoDiff	NA
YSX155	-1.48746031014148	0.00132257853128684	groupB UP	NA
YSX156	-1.07519229661568	0.0313299187264517	groupB UP	NA
YSX157	1.00002880371391	0.0499913717987361	groupA UP	NA
YSX158	-0.621266694796823	0.314657764095836	NoDiff	NA
YSX159	-1.38442684738449	0.00320920061677459	groupB UP	NA
YSX160	1.86929062242358	0.0000284367054725085	groupA UP	NA
YSX161	0.425100377372448	0.581956387125761	NoDiff	NA
YSX162	-0.238647100913033	0.843146747110371	NoDiff	NA
YSX163	1.05848304870902	0.0348613124407605	groupA UP	NA
YSX164	0.886422651374936	0.0949996562891943	NoDiff	NA
YSX165	-0.619243048231147	0.317033019638842	NoDiff	NA
YSX166	2.20610246454047	0.000000465621062060305	groupA UP	NA
YSX167	-0.255027030141015	0.822967317463001	NoDiff	NA
YSX168	-1.42449465021281	0.0022907064422353	groupB UP	NA
YSX169	-0.144399601954219	0.939446179846046	NoDiff	NA
YSX170	0.207538339232345	0.878945252969291	NoDiff	NA
YSX171	2.30797839905936	0.000000117413998531947	groupA UP	NA
YSX172	0.105802367893711	0.967021403722913	NoDiff	NA
YSX173	0.456998805423414	0.5349123278275	NoDiff	NA
YSX174	-0.077152935356531	0.982325732631035	NoDiff	NA
YSX175	-0.334000842366544	0.715915171061228	NoDiff	NA
YSX176	-0.0347260283112762	0.996393972700952	NoDiff	NA
YSX177	0.787639605630162	0.155909300264516	NoDiff	NA
YSX178	2.07524500865228	0.00000249419140238393	groupA UP	NA
YSX179	1.02739243876377	0.0423367009608199	groupA UP	NA
YSX180	1.2079083983867	0.0126398431220904	groupA UP	NA
YSX181	-1.23132342155804	0.0106520644500782	groupB UP	NA
YSX182	0.983895570053379	0.0550221139014581	NoDiff	NA
YSX183	0.219924803660651	0.865113695316822	NoDiff	NA
YSX184	-1.46725002909224	0.00158166010295766	groupB UP	NA
YSX185	0.521022742648139	0.443421028212641	NoDiff	NA
YSX186	-0.158754604716016	0.927278326687927	NoDiff	NA
YSX187	1.4645873119698	0.00161908574875935	groupA UP	NA
YSX188	-0.766081999604665	0.172365123672469	NoDiff	NA
YSX189	-0.430211753928547	0.574384308521507	NoDiff	NA
YSX190	-0.926109497377437	0.0765833135379348	NoDiff	NA
YSX191	-0.17710396143654	0.910315916472167	NoDiff	NA
YSX192	0.402011779486338	0.616220336393387	NoDiff	NA
YSX193	-0.731748173119606	0.201074259386657	NoDiff	NA
YSX194	0.830373167981674	0.126740180198917	NoDiff	NA
YSX195	-1.20808278630446	0.012623899669545	groupB UP	NA
YSX196	-1.04798441280774	0.03724912341688	groupB UP	NA
YSX197	1.44115770684428	0.0019853842330726	groupA UP	NA
YSX198	-1.01584746530465	0.0454367443323295	groupB UP	NA
YSX199	0.411974712317515	0.601429980353318	NoDiff	NA
YSX200	-0.38107605110892	0.6472406440341	NoDiff	NA
YSX201	0.409401839650934	0.605249635212499	NoDiff	NA
YSX202	1.68887328620405	0.000194572420094049	groupA UP	NA
YSX203	1.58658843344197	0.000530842292313606	groupA UP	NA
YSX204	-0.330907800682766	0.720339535007875	NoDiff	NA
YSX205	-2.28523553529247	0.000000160556970451278	groupB UP	NA
YSX206	2.49766158983416	0.00000000765186187131622	groupA UP	NA
YSX207	0.667066166765493	0.263676377324853	NoDiff	NA
YSX208	0.5413273359637	0.415673468034684	NoDiff	NA
YSX209	-0.0133995231459087	0.999462269225851	NoDiff	NA
YSX210	0.510108422952926	0.458625501954695	NoDiff	NA
YSX211	-0.164375831769667	0.922246321856153	NoDiff	NA
YSX212	0.420694643254513	0.588489244034869	NoDiff	NA
YSX213	-0.400246743977644	0.618839895946384	NoDiff	NA
YSX214	-1.37020787754746	0.00360874087236215	groupB UP	NA
YSX215	0.987838267454879	0.0537555277090138	NoDiff	NA
YSX216	1.51974502549955	0.000988800485616218	groupA UP	NA
YSX217	-0.308740569225614	0.751596690730981	NoDiff	NA
YSX218	-1.25328975560769	0.00904537079654974	groupB UP	NA
YSX219	0.642241305677824	0.290642479943377	NoDiff	NA
YSX220	-0.0447091368939791	0.994029703497797	NoDiff	NA
YSX221	-1.73321840682484	0.000123494036499595	groupB UP	NA
YSX222	0.00213185968026965	0.999986385011669	NoDiff	NA
YSX223	-0.630300333928146	0.304178658780784	NoDiff	NA
YSX224	-0.340968579860405	0.705899393827413	NoDiff	NA
YSX225	-1.15657236263585	0.0181829647738247	groupB UP	NA
YSX226	1.80314190791747	0.0000588754434993856	groupA UP	NA
YSX227	-0.331132036391221	0.720019252973616	NoDiff	NA
YSX228	-1.60551341225308	0.000442965288646098	groupB UP	NA
YSX229	0.197193438739481	0.890039170678461	NoDiff	NA
YSX230	0.263175646405474	0.812622445657248	NoDiff	NA
YSX231	-0.985826700409291	0.0543986880851217	NoDiff	NA
YSX232	-2.88892067167955	0.0000000000138606103957695	groupB UP	NA
YSX233	-0.640481702565115	0.292614352255656	NoDiff	NA
YSX234	0.570507635920485	0.377174311845501	NoDiff	NA
YSX235	-0.05972327604261	0.989371499268208	NoDiff	NA
YSX236	-0.0981787440052344	0.971536868869293	NoDiff	NA
YSX237	0.560820728620116	0.389762623016267	NoDiff	NA
YSX238	-1.18645863857947	0.0147421477701435	groupB UP	NA
YSX239	1.09677704427424	0.0272248281734196	groupA UP	NA
YSX240	-0.00534402827816569	0.999914449625384	NoDiff	NA
YSX241	0.707310667398079	0.223413705039151	NoDiff	NA
YSX242	1.03410773473746	0.0406168365528556	groupA UP	NA
YSX243	0.223480414915304	0.86103739591933	NoDiff	NA
YSX244	-0.878707612866019	0.0989554055208714	NoDiff	NA
YSX245	1.16296455596733	0.0173929968675308	groupA UP	NA
YSX246	-2.00016494478548	0.00000623765843137846	groupB UP	NA
YSX247	-0.544790740001725	0.411015561373266	NoDiff	NA
YSX248	-0.255670709156989	0.822157280102257	NoDiff	NA
YSX249	-0.166121036765006	0.920654155021528	NoDiff	NA
YSX250	1.02046390878411	0.0441750298517723	groupA UP	NA
YSX251	0.136221893102778	0.945926868612715	NoDiff	NA
YSX252	0.407167603423836	0.608566647604801	NoDiff	NA
YSX253	-0.0696548130129049	0.98557044565064	NoDiff	NA
YSX254	-0.247664341619331	0.832142893327278	NoDiff	NA
YSX255	0.69555080661964	0.234732646618405	NoDiff	NA
YSX256	1.1462283572158	0.0195278967476887	groupA UP	NA
YSX257	-2.40309621489187	0.000000030670373446645	groupB UP	NA
YSX258	0.572739555245841	0.374302176374029	NoDiff	NA
YSX259	0.374724406778655	0.656616019952465	NoDiff	NA
YSX260	-0.425267721556076	0.581708348994175	NoDiff	NA
YSX261	0.951012807576816	0.0665756595474641	NoDiff	NA
YSX262	-0.389237181718379	0.63516519360643	NoDiff	NA
YSX263	-0.284330661799574	0.784909577321077	NoDiff	NA
YSX264	0.857409778079803	0.110546707279042	NoDiff	NA
YSX265	1.7196272991206	0.00014213489695574	groupA UP	NA
YSX266	0.270054900937229	0.803741398846902	NoDiff	NA
YSX267	-0.42218400978764	0.586280263942695	NoDiff	NA
YSX268	-1.18911329485959	0.0144662524463959	groupB UP	NA
YSX269	-0.33103297887901	0.720160748733353	NoDiff	NA
YSX270	-0.939829326510021	0.0709295679458544	NoDiff	NA
YSX271	-0.258932583118785	0.818033398736333	NoDiff	NA
YSX272	0.394379168221572	0.62754430527389	NoDiff	NA
YSX273	-0.851857092023863	0.113734943452479	NoDiff	NA
YSX274	2.64916688109488	0.000000000740049363875277	groupA UP	NA
YSX275	0.156011675665079	0.929679799350831	NoDiff	NA
YSX276	1.13020726745494	0.0217823789075981	groupA UP	NA
YSX277	-2.28912397984011	0.000000152225552104546	groupB UP	NA
YSX278	0.741001157195439	0.193030936520348	NoDiff	NA
YSX279	-1.31624516045156	0.0055713932285302	groupB UP	NA
YSX280	0.919803677609141	0.0793009037472306	NoDiff	NA
YSX281	0.398130155451956	0.621980588533198	NoDiff	NA
YSX282	-0.407528579269772	0.608030735364415	NoDiff	NA
YSX283	1.32425863017727	0.00522919143752414	groupA UP	NA
YSX284	-0.70123166924692	0.229218630983106	NoDiff	NA
YSX285	-0.580614304240536	0.364255328644668	NoDiff	NA
YSX286	-1.00107218102542	0.0496796616500797	groupB UP	NA
YSX287	-0.668178606753393	0.262505676845048	NoDiff	NA
YSX288	0.945184953373082	0.0688165431724762	NoDiff	NA
YSX289	0.433702149545162	0.569219067445856	NoDiff	NA
YSX290	1.00515921767704	0.0484742144937999	groupA UP	NA
YSX291	-0.390118664053679	0.633859346651719	NoDiff	NA
YSX292	0.376370291774648	0.654188824628481	NoDiff	NA
YSX293	0.244164924486494	0.836444503800629	NoDiff	NA
YSX294	-1.42625734238254	0.00225648143007257	groupB UP	NA
YSX295	1.77842928747545	0.0000767517645675719	groupA UP	NA
YSX296	0.134447660933676	0.947288698468513	NoDiff	NA
YSX297	0.765598999157864	0.17274755159328	NoDiff	NA
YSX298	0.955136676908982	0.0650262120975339	NoDiff	NA
YSX299	-0.0505657014422701	0.992369502811053	NoDiff	NA
YSX300	-0.305815419766971	0.75565520716245	NoDiff	NA
YSX301	0.893673702425513	0.0913963598382781	NoDiff	NA
YSX302	-1.0472981490613	0.0374099243010942	groupB UP	NA
YSX303	1.97133738622415	0.00000878971600344894	groupA UP	NA
YSX304	-0.383632106288362	0.643461757709454	NoDiff	NA
YSX305	1.65414530227499	0.000275502817055131	groupA UP	NA
YSX306	1.51221269395063	0.00105881776122291	groupA UP	NA
YSX307	0.082965733585914	0.979590587218201	NoDiff	NA
YSX308	0.5672209148515	0.381423259830045	NoDiff	NA
YSX309	-1.02454847953446	0.0430833386842851	groupB UP	NA
YSX310	0.323006503022436	0.731575875918591	NoDiff	NA
YSX311	1.04361245835618	0.0382836336577096	groupA UP	NA
YSX312	0.0990784868971982	0.971020454649594	NoDiff	NA
YSX313	-0.45413690915436	0.539107211629848	NoDiff	NA
YSX314	-0.65578185245044	0.275735231750865	NoDiff	NA
YSX315	-0.0359224226225114	0.996141708228904	NoDiff	NA
YSX316	1.0691614606768	0.0325675064511996	groupA UP	NA
YSX317	-0.483974930301277	0.495744025784454	NoDiff	NA
YSX318	-0.121010111327444	0.957080430257734	NoDiff	NA
YSX319	-1.29414000382084	0.00662273092767188	groupB UP	NA
YSX320	0.494312836014856	0.480949626408938	NoDiff	NA
YSX321	1.30790152011415	0.00594907960968947	groupA UP	NA
YSX322	1.49704100940278	0.0012140045794917	groupA UP	NA
YSX323	0.814702730897356	0.136915825260575	NoDiff	NA
YSX324	-1.86978879020261	0.0000282784672273897	groupB UP	NA
YSX325	0.48202950412376	0.498542861729977	NoDiff	NA
YSX326	0.456135603301202	0.536176905944467	NoDiff	NA
YSX327	-0.353400285829911	0.687879031925029	NoDiff	NA
YSX328	0.170489470947982	0.916607494470355	NoDiff	NA
YSX329	-0.864035954126904	0.106833013591532	NoDiff	NA
YSX330	0.679230774015656	0.251052198694211	NoDiff	NA
YSX331	-0.327101014653104	0.725765299277611	NoDiff	NA
YSX332	-1.56908218514395	0.000626382414233088	groupB UP	NA
YSX333	-0.367450756170482	0.667321095765066	NoDiff	NA
YSX334	1.36443492906985	0.00378351096165226	groupA UP	NA
YSX335	-0.334281364731164	0.715513222935316	NoDiff	NA
YSX336	0.732750042209102	0.200192388122718	NoDiff	NA
YSX337	0.946585640197786	0.0682724380870382	NoDiff	NA
YSX338	0.00439870432637403	0.999942038455114	NoDiff	NA
YSX339	-0.352322305549849	0.689448508660451	NoDiff	NA
YSX340	-0.529695509133504	0.43147980565624	NoDiff	NA
YSX341	0.739589225574796	0.194243596683332	NoDiff	NA
YSX342	-1.06345741548281	0.0337762132600869	groupB UP	NA
YSX343	0.2462108435364	0.833934322446323	NoDiff	NA
YSX344	-0.289499366564312	0.777966377694739	NoDiff	NA
YSX345	-2.26488935648794	0.000000211872929000713	groupB UP	NA
YSX346	-1.40885045607319	0.00261600225105097	groupB UP	NA
YSX347	0.916019328792574	0.0809686513525218	NoDiff	NA
YSX348	-0.1912789505352	0.896186478148783	NoDiff	NA
YSX349	0.803283216133648	0.144707912310652	NoDiff	NA
YSX350	1.8874744633086	0.0000231740945350241	groupA UP	NA
YSX351	1.47388118110914	0.00149189774348126	groupA UP	NA
YSX352	0.677268492312998	0.253062127425258	NoDiff	NA
YSX353	0.379962686566745	0.648885637721467	NoDiff	NA
YSX354	-0.192798426457334	0.894621045627798	NoDiff	NA
YSX355	1.5778917949044	0.000576461496249222	groupA UP	NA
YSX356	0.596234109318454	0.3447388229932	NoDiff	NA
YSX357	-1.17357694087136	0.0161478132323425	groupB UP	NA
YSX358	-0.155642534890318	0.930000261138419	NoDiff	NA
YSX359	-1.91890982026984	0.0000161930242699299	groupB UP	NA
YSX360	-0.195258846110637	0.892065838148495	NoDiff	NA
YSX361	-2.59232766994599	0.00000000180661947957573	groupB UP	NA
YSX362	1.31400216719805	0.0056707356664684	groupA UP	NA
YSX363	-0.635543001032135	0.298191041161584	NoDiff	NA
YSX364	-0.429978838694188	0.574729157137605	NoDiff	NA
YSX365	-0.169318332301963	0.91770091435614	NoDiff	NA
YSX366	0.612218173989128	0.325356528722552	NoDiff	NA
YSX367	0.6783401772227	0.251963154760645	NoDiff	NA
YSX368	0.567951972471672	0.380476185524127	NoDiff	NA
YSX369	-0.572542603926126	0.374555189750757	NoDiff	NA
YSX370	-1.36329125627834	0.00381903575013767	groupB UP	NA
YSX371	-0.388722244337901	0.63592790753701	NoDiff	NA
YSX372	0.277914132450543	0.793438559467268	NoDiff	NA
YSX373	-0.823081121572025	0.131401681882642	NoDiff	NA
YSX374	-0.0688409344784646	0.985903304440736	NoDiff	NA
YSX375	-1.1676623261298	0.016831769197143	groupB UP	NA
YSX376	-0.0083090142156068	0.999793196877636	NoDiff	NA
YSX377	0.128855401597405	0.951476506608493	NoDiff	NA
YSX378	-0.145875628461003	0.938241142928427	NoDiff	NA
YSX379	-0.163910956736068	0.922668056073233	NoDiff	NA
YSX380	1.76355200278492	0.0000898765157747098	groupA UP	NA
YSX381	0.762586512418318	0.175146463490953	NoDiff	NA
YSX382	1.11143108073063	0.0247095539983453	groupA UP	NA
YSX383	-0.923206952829831	0.0778247478412754	NoDiff	NA
YSX384	0.164341838427956	0.922277194520352	NoDiff	NA
YSX385	1.15482518709727	0.0184042786192489	groupA UP	NA
YSX386	-0.0565214245264898	0.990475270035404	NoDiff	NA
YSX387	-2.12936064823465	0.00000126153706874785	groupB UP	NA
YSX388	0.344845762099456	0.70029872367598	NoDiff	NA
YSX389	-1.90495544558553	0.0000189998630355296	groupB UP	NA
YSX390	-0.811170153140217	0.139291990122592	NoDiff	NA
YSX391	1.3240043212996	0.00523975227468176	groupA UP	NA
YSX392	0.615636849302674	0.321290787748932	NoDiff	NA
YSX393	1.09166895553536	0.0281519881358857	groupA UP	NA
YSX394	0.306604861513632	0.75456154833107	NoDiff	NA
YSX395	-0.110158762482857	0.964299767864251	NoDiff	NA
YSX396	-0.924312773127284	0.0773498873678147	NoDiff	NA
YSX397	1.5929137537192	0.00049980433742875	groupA UP	NA
YSX398	0.0450105981218803	0.993949164872588	NoDiff	NA
YSX399	-0.715128400667883	0.216093663884536	NoDiff	NA
YSX400	0.865223099717138	0.106178018910886	NoDiff	NA
YSX401	1.0744409582779	0.031481873119365	groupA UP	NA
YSX402	1.89565477419858	0.000021122220573342	groupA UP	NA
YSX403	-0.602997303605094	0.33646354398327	NoDiff	NA
YSX404	-0.390867820723137	0.632749324829275	NoDiff	NA
YSX405	-0.416222031530192	0.595125486294943	NoDiff	NA
YSX406	-0.375657422820391	0.655240298420674	NoDiff	NA
YSX407	-0.366630945702358	0.668525264243646	NoDiff	NA
YSX408	-0.295677452700886	0.769586161311168	NoDiff	NA
YSX409	1.44182041019987	0.00197405329599937	groupA UP	NA
YSX410	-0.697538291913041	0.232793728600436	NoDiff	NA
YSX411	-0.38816750592136	0.636749466805811	NoDiff	NA
YSX412	0.652536452171517	0.279264965694604	NoDiff	NA
YSX413	1.12477244653513	0.0225969573340209	groupA UP	NA
YSX414	-0.772110803023928	0.167642582738595	NoDiff	NA
YSX415	-0.508086216138287	0.461463144408052	NoDiff	NA
YSX416	0.523620590498017	0.43983067774162	NoDiff	NA
YSX417	1.01775422653797	0.0449119943638203	groupA UP	NA
YSX418	-0.251164588087978	0.827801632838791	NoDiff	NA
YSX419	-1.42999344738861	0.00218548657837923	groupB UP	NA
YSX420	1.70912103210088	0.000158331808369264	groupA UP	NA
YSX421	1.43506957231162	0.00209231332517773	groupA UP	NA
YSX422	-0.71037114584988	0.220528600754081	NoDiff	NA
YSX423	-0.0650675736555838	0.98739679528691	NoDiff	NA
YSX424	-1.75946873536593	0.0000938344064772854	groupB UP	NA
YSX425	0.569722971819101	0.378186599005094	NoDiff	NA
YSX426	1.61234679820178	0.00041472622845169	groupA UP	NA
YSX427	-1.63728064710472	0.000325345354878103	groupB UP	NA
YSX428	-0.779568513201747	0.161930574600693	NoDiff	NA
YSX429	-0.641176933750564	0.291834305341578	NoDiff	NA
YSX430	-0.681131393571156	0.249115170575073	NoDiff	NA
YSX431	-2.03328559561795	0.00000418038550064401	groupB UP	NA
YSX432	0.500963559247907	0.471506488642241	NoDiff	NA
YSX433	-1.53179813996574	0.000885637522555707	groupB UP	NA
YSX434	-0.0249976392782635	0.998129771976872	NoDiff	NA
YSX435	0.592984721025293	0.348752780295378	NoDiff	NA
YSX436	-0.19819542148464	0.888983474134808	NoDiff	NA
YSX437	0.892008392473526	0.0922141973005174	NoDiff	NA
YSX438	-0.0257150709181537	0.99802098831167	NoDiff	NA
YSX439	-0.647660450585665	0.284619516666402	NoDiff	NA
YSX440	0.64635941503464	0.28605862479959	NoDiff	NA
YSX441	-0.433832740029588	0.569025911881172	NoDiff	NA
YSX442	1.7726111849785	0.0000816522321480408	groupA UP	NA
YSX443	-0.0182597111630101	0.999001670440369	NoDiff	NA
YSX444	0.852814993600531	0.113179938506168	NoDiff	NA
YSX445	0.205162903244026	0.881530379571299	NoDiff	NA
YSX446	-3.00804859892048	0.0000000000016897285678805	groupB UP	NA
YSX447	-1.36611193132898	0.00373196366585751	groupB UP	NA
YSX448	-0.424102260144812	0.58343596496816	NoDiff	NA
YSX449	0.236803663745558	0.845363464530428	NoDiff	NA
